khmer_input,robotic_command
"['រ៉ូបូតថយទៅក្រោយ មួយ ក្បៀសប្រាំពីរ ម៉ែត្រ', 'រ៉ូបូតថយទៅក្រោយ', 'ថយមកកន្លែងចាប់ផ្ដើមវិញ']                                    ","[{'action': 'move', 'params': {'distance': 1.7, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 1.7, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 3.4, 'is_forward': true, 'unit': 'meter'}}]"
"['តោះយើងទៅក្រោយ ប្រាំបួន ក្បៀសប្រាំពីរ ម៉ែត្រ', 'តោះយើងទៅក្រោយទៀត', 'ថយមកកន្លែងចាប់ផ្ដើមវិញ']                            ","[{'action': 'move', 'params': {'distance': 9.7, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 9.7, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 19.4, 'is_forward': true, 'unit': 'meter'}}]"
"['តោះយើងទៅក្រោយទៀត ពីរ ក្បៀសប្រាំបី ម៉ែត្រ', 'រ៉ូបូតថយទៅក្រោយ', 'ថយមកកន្លែងចាប់ផ្ដើមវិញ']                                 ","[{'action': 'move', 'params': {'distance': 2.8, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 2.8, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 5.6, 'is_forward': true, 'unit': 'meter'}}]"
"['តោះរ៉ូបូតថយក្រោយបន្តទៀត ប្រាំពីរ ក្បៀសពីរ ម៉ែត្រ', 'តោះយើងទៅក្រោយ', 'ថយមកកន្លែងចាប់ផ្ដើមវិញ']                            ","[{'action': 'move', 'params': {'distance': 7.2, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 7.2, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 14.4, 'is_forward': true, 'unit': 'meter'}}]"
"['តោះយើងទៅក្រោយទៀត បួន ក្បៀសពីរ ម៉ែត្រ', 'តោះយើងទៅក្រោយទៀត', 'តោះទៅកន្លែងដើមវិញ']                                  ","[{'action': 'move', 'params': {'distance': 4.2, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 4.2, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 8.4, 'is_forward': true, 'unit': 'meter'}}]"
"['រ៉ូបូតថយទៅក្រោយបន្តទៀត ពីរ ក្បៀសបួន ម៉ែត្រ', 'តោះរ៉ូបូតថយក្រោយ', 'តោះទៅកន្លែងដើមវិញ']                                   ","[{'action': 'move', 'params': {'distance': 2.4, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 2.4, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 4.8, 'is_forward': true, 'unit': 'meter'}}]"
"['តោះយើងទៅក្រោយបន្តទៀត ប្រាំ ក្បៀសពីរ ម៉ែត្រ', 'តោះយើងទៅក្រោយបន្តទៀត', 'តោះទៅកន្លែងដើមវិញ']                           ","[{'action': 'move', 'params': {'distance': 5.2, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 5.2, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 10.4, 'is_forward': true, 'unit': 'meter'}}]"
"['តោះយើងទៅក្រោយ ពីរ ក្បៀសប្រាំបី ម៉ែត្រ', 'តោះរ៉ូបូតថយក្រោយ', 'មកកន្លែងដើមវិញ']                                         ","[{'action': 'move', 'params': {'distance': 2.8, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 2.8, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 5.6, 'is_forward': true, 'unit': 'meter'}}]"
"['រ៉ូបូតថយទៅក្រោយ បួន ក្បៀសប្រាំ ម៉ែត្រ', 'រ៉ូបូតថយទៅក្រោយបន្តទៀត', 'តោះទៅកន្លែងដើមវិញ']                                   ","[{'action': 'move', 'params': {'distance': 4.5, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 4.5, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 9.0, 'is_forward': true, 'unit': 'meter'}}]"
"['តោះយើងទៅក្រោយទៀត ប្រាំបួន ក្បៀសសូន្យ ម៉ែត្រ', 'តោះរ៉ូបូតថយក្រោយបន្តទៀត', 'ត្រលប់មកកន្លែងដើមវិញ']                          ","[{'action': 'move', 'params': {'distance': 9.0, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 9.0, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 18.0, 'is_forward': true, 'unit': 'meter'}}]"
"['តោះយើងទៅក្រោយ ពីរ ក្បៀសប្រាំបួន ម៉ែត្រ', 'តោះរ៉ូបូតថយក្រោយបន្តទៀត', 'មកកន្លែងដើមវិញ']                                  ","[{'action': 'move', 'params': {'distance': 2.9, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 2.9, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 5.8, 'is_forward': true, 'unit': 'meter'}}]"
"['តោះយើងទៅក្រោយទៀត ពីរ ក្បៀសប្រាំបួន ម៉ែត្រ', 'តោះយើងទៅក្រោយបន្តទៀត', 'មកកន្លែងដើមវិញ']                               ","[{'action': 'move', 'params': {'distance': 2.9, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 2.9, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 5.8, 'is_forward': true, 'unit': 'meter'}}]"
"['តោះរ៉ូបូតថយក្រោយបន្តទៀត មួយ ក្បៀសប្រាំបួន ម៉ែត្រ', 'តោះរ៉ូបូតថយក្រោយទៀត', 'ត្រលប់មកកន្លែងដើមវិញ']                           ","[{'action': 'move', 'params': {'distance': 1.9, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 1.9, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 3.8, 'is_forward': true, 'unit': 'meter'}}]"
"['តោះរ៉ូបូតថយក្រោយ ប្រាំបួន ក្បៀសប្រាំបួន ម៉ែត្រ', 'រ៉ូបូតថយទៅក្រោយបន្តទៀត', 'ថយមកកន្លែងចាប់ផ្ដើមវិញ']                          ","[{'action': 'move', 'params': {'distance': 9.9, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 9.9, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 19.8, 'is_forward': true, 'unit': 'meter'}}]"
"['រ៉ូបូតថយទៅក្រោយ បួន ក្បៀសប្រាំបួន ម៉ែត្រ', 'រ៉ូបូតថយទៅក្រោយបន្តទៀត', 'ថយមកកន្លែងចាប់ផ្ដើមវិញ']                              ","[{'action': 'move', 'params': {'distance': 4.9, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 4.9, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 9.8, 'is_forward': true, 'unit': 'meter'}}]"
"['តោះរ៉ូបូតថយក្រោយ ប្រាំបួន ក្បៀសបី ម៉ែត្រ', 'រ៉ូបូតថយទៅក្រោយទៀត', 'ត្រលប់មកកន្លែងដើមវិញ']                                   ","[{'action': 'move', 'params': {'distance': 9.3, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 9.3, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 18.6, 'is_forward': true, 'unit': 'meter'}}]"
"['រ៉ូបូតថយទៅក្រោយបន្តទៀត ប្រាំ ក្បៀសបី ម៉ែត្រ', 'តោះយើងទៅក្រោយទៀត', 'តោះទៅកន្លែងដើមវិញ']                                ","[{'action': 'move', 'params': {'distance': 5.3, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 5.3, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 10.6, 'is_forward': true, 'unit': 'meter'}}]"
"['តោះរ៉ូបូតថយក្រោយបន្តទៀត ប្រាំបី ក្បៀសប្រាំបួន ម៉ែត្រ', 'តោះរ៉ូបូតថយក្រោយទៀត', 'ថយមកកន្លែងចាប់ផ្ដើមវិញ']                       ","[{'action': 'move', 'params': {'distance': 8.9, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 8.9, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 17.8, 'is_forward': true, 'unit': 'meter'}}]"
"['រ៉ូបូតថយទៅក្រោយបន្តទៀត មួយ ក្បៀសបី ម៉ែត្រ', 'តោះយើងទៅក្រោយ', 'ត្រលប់មកកន្លែងដើមវិញ']                                   ","[{'action': 'move', 'params': {'distance': 1.3, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 1.3, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 2.6, 'is_forward': true, 'unit': 'meter'}}]"
"['តោះរ៉ូបូតថយក្រោយបន្តទៀត បួន ក្បៀសបួន ម៉ែត្រ', 'រ៉ូបូតថយទៅក្រោយទៀត', 'មកវិញ']                                           ","[{'action': 'move', 'params': {'distance': 4.4, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 4.4, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 8.8, 'is_forward': true, 'unit': 'meter'}}]"
"['រ៉ូបូតថយទៅក្រោយ ប្រាំបួន ក្បៀសសូន្យ ម៉ែត្រ', 'តោះយើងទៅក្រោយ', 'តោះទៅកន្លែងដើមវិញ']                                     ","[{'action': 'move', 'params': {'distance': 9.0, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 9.0, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 18.0, 'is_forward': true, 'unit': 'meter'}}]"
"['តោះរ៉ូបូតថយក្រោយបន្តទៀត ពីរ ក្បៀសប្រាំមួយ ម៉ែត្រ', 'តោះយើងទៅក្រោយបន្តទៀត', 'មកកន្លែងដើមវិញ']                            ","[{'action': 'move', 'params': {'distance': 2.6, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 2.6, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 5.2, 'is_forward': true, 'unit': 'meter'}}]"
"['តោះរ៉ូបូតថយក្រោយ បី ក្បៀសមួយ ម៉ែត្រ', 'តោះយើងទៅក្រោយបន្តទៀត', 'ត្រលប់មកកន្លែងដើមវិញ']                                  ","[{'action': 'move', 'params': {'distance': 3.1, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 3.1, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 6.2, 'is_forward': true, 'unit': 'meter'}}]"
"['តោះយើងទៅក្រោយ ប្រាំបី ក្បៀសបួន ម៉ែត្រ', 'រ៉ូបូតថយទៅក្រោយទៀត', 'មកកន្លែងដើមវិញ']                                       ","[{'action': 'move', 'params': {'distance': 8.4, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 8.4, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 16.8, 'is_forward': true, 'unit': 'meter'}}]"
"['តោះរ៉ូបូតថយក្រោយទៀត មួយ ក្បៀសបី ម៉ែត្រ', 'តោះរ៉ូបូតថយក្រោយបន្តទៀត', 'មកវិញ']                                           ","[{'action': 'move', 'params': {'distance': 1.3, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 1.3, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 2.6, 'is_forward': true, 'unit': 'meter'}}]"
"['តោះរ៉ូបូតថយក្រោយទៀត ពីរ ក្បៀសប្រាំពីរ ម៉ែត្រ', 'រ៉ូបូតថយទៅក្រោយទៀត', 'តោះទៅកន្លែងដើមវិញ']                                ","[{'action': 'move', 'params': {'distance': 2.7, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 2.7, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 5.4, 'is_forward': true, 'unit': 'meter'}}]"
"['តោះយើងទៅក្រោយបន្តទៀត ប្រាំ ក្បៀសប្រាំ ម៉ែត្រ', 'តោះរ៉ូបូតថយក្រោយ', 'ថយមកកន្លែងចាប់ផ្ដើមវិញ']                             ","[{'action': 'move', 'params': {'distance': 5.5, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 5.5, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 11.0, 'is_forward': true, 'unit': 'meter'}}]"
"['តោះយើងទៅក្រោយទៀត បី ក្បៀសសូន្យ ម៉ែត្រ', 'តោះយើងទៅក្រោយបន្តទៀត', 'ថយមកកន្លែងចាប់ផ្ដើមវិញ']                            ","[{'action': 'move', 'params': {'distance': 3.0, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 3.0, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 6.0, 'is_forward': true, 'unit': 'meter'}}]"
"['រ៉ូបូតថយទៅក្រោយទៀត បី ក្បៀសសូន្យ ម៉ែត្រ', 'រ៉ូបូតថយទៅក្រោយបន្តទៀត', 'មកវិញ']                                            ","[{'action': 'move', 'params': {'distance': 3.0, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 3.0, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 6.0, 'is_forward': true, 'unit': 'meter'}}]"
"['តោះរ៉ូបូតថយក្រោយ ប្រាំពីរ ក្បៀសមួយ ម៉ែត្រ', 'តោះយើងទៅក្រោយទៀត', 'ត្រលប់មកកន្លែងដើមវិញ']                                 ","[{'action': 'move', 'params': {'distance': 7.1, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 7.1, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 14.2, 'is_forward': true, 'unit': 'meter'}}]"
"['រ៉ូបូតថយទៅក្រោយទៀត មួយ ក្បៀសប្រាំបួន ម៉ែត្រ', 'តោះរ៉ូបូតថយក្រោយ', 'មកវិញ']                                              ","[{'action': 'move', 'params': {'distance': 1.9, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 1.9, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 3.8, 'is_forward': true, 'unit': 'meter'}}]"
"['តោះរ៉ូបូតថយក្រោយបន្តទៀត បី ក្បៀសសូន្យ ម៉ែត្រ', 'តោះយើងទៅក្រោយបន្តទៀត', 'ត្រលប់មកកន្លែងដើមវិញ']                           ","[{'action': 'move', 'params': {'distance': 3.0, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 3.0, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 6.0, 'is_forward': true, 'unit': 'meter'}}]"
"['តោះយើងទៅក្រោយ បី ក្បៀសប្រាំបី ម៉ែត្រ', 'តោះយើងទៅក្រោយ', 'ថយមកកន្លែងចាប់ផ្ដើមវិញ']                                    ","[{'action': 'move', 'params': {'distance': 3.8, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 3.8, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 7.6, 'is_forward': true, 'unit': 'meter'}}]"
"['រ៉ូបូតថយទៅក្រោយបន្តទៀត ប្រាំ ក្បៀសប្រាំមួយ ម៉ែត្រ', 'រ៉ូបូតថយទៅក្រោយ', 'មកកន្លែងដើមវិញ']                                   ","[{'action': 'move', 'params': {'distance': 5.6, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 5.6, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 11.2, 'is_forward': true, 'unit': 'meter'}}]"
"['រ៉ូបូតថយទៅក្រោយទៀត ប្រាំបី ក្បៀសប្រាំបី ម៉ែត្រ', 'តោះរ៉ូបូតថយក្រោយ', 'តោះទៅកន្លែងដើមវិញ']                                  ","[{'action': 'move', 'params': {'distance': 8.8, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 8.8, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 17.6, 'is_forward': true, 'unit': 'meter'}}]"
"['រ៉ូបូតថយទៅក្រោយទៀត ពីរ ក្បៀសមួយ ម៉ែត្រ', 'រ៉ូបូតថយទៅក្រោយទៀត', 'តោះទៅកន្លែងដើមវិញ']                                    ","[{'action': 'move', 'params': {'distance': 2.1, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 2.1, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 4.2, 'is_forward': true, 'unit': 'meter'}}]"
"['តោះរ៉ូបូតថយក្រោយបន្តទៀត បី ក្បៀសប្រាំបួន ម៉ែត្រ', 'តោះយើងទៅក្រោយបន្តទៀត', 'មកវិញ']                                     ","[{'action': 'move', 'params': {'distance': 3.9, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 3.9, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 7.8, 'is_forward': true, 'unit': 'meter'}}]"
"['តោះរ៉ូបូតថយក្រោយទៀត បួន ក្បៀសសូន្យ ម៉ែត្រ', 'តោះយើងទៅក្រោយបន្តទៀត', 'ថយមកកន្លែងចាប់ផ្ដើមវិញ']                           ","[{'action': 'move', 'params': {'distance': 4.0, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 4.0, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 8.0, 'is_forward': true, 'unit': 'meter'}}]"
"['រ៉ូបូតថយទៅក្រោយទៀត បួន ក្បៀសប្រាំ ម៉ែត្រ', 'តោះរ៉ូបូតថយក្រោយ', 'មកវិញ']                                                ","[{'action': 'move', 'params': {'distance': 4.5, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 4.5, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 9.0, 'is_forward': true, 'unit': 'meter'}}]"
"['តោះយើងទៅក្រោយ ប្រាំ ក្បៀសប្រាំបួន ម៉ែត្រ', 'រ៉ូបូតថយទៅក្រោយបន្តទៀត', 'ត្រលប់មកកន្លែងដើមវិញ']                              ","[{'action': 'move', 'params': {'distance': 5.9, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 5.9, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 11.8, 'is_forward': true, 'unit': 'meter'}}]"
"['រ៉ូបូតថយទៅក្រោយទៀត ពីរ ក្បៀសមួយ ម៉ែត្រ', 'តោះរ៉ូបូតថយក្រោយទៀត', 'ត្រលប់មកកន្លែងដើមវិញ']                                  ","[{'action': 'move', 'params': {'distance': 2.1, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 2.1, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 4.2, 'is_forward': true, 'unit': 'meter'}}]"
"['រ៉ូបូតថយទៅក្រោយ មួយ ក្បៀសប្រាំមួយ ម៉ែត្រ', 'តោះរ៉ូបូតថយក្រោយទៀត', 'មកវិញ']                                              ","[{'action': 'move', 'params': {'distance': 1.6, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 1.6, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 3.2, 'is_forward': true, 'unit': 'meter'}}]"
"['តោះរ៉ូបូតថយក្រោយបន្តទៀត ប្រាំបួន ក្បៀសប្រាំពីរ ម៉ែត្រ', 'តោះយើងទៅក្រោយ', 'តោះទៅកន្លែងដើមវិញ']                            ","[{'action': 'move', 'params': {'distance': 9.7, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 9.7, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 19.4, 'is_forward': true, 'unit': 'meter'}}]"
"['តោះយើងទៅក្រោយបន្តទៀត ប្រាំបី ក្បៀសបួន ម៉ែត្រ', 'តោះយើងទៅក្រោយ', 'ត្រលប់មកកន្លែងដើមវិញ']                               ","[{'action': 'move', 'params': {'distance': 8.4, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 8.4, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 16.8, 'is_forward': true, 'unit': 'meter'}}]"
"['រ៉ូបូតថយទៅក្រោយ ប្រាំមួយ ក្បៀសពីរ ម៉ែត្រ', 'តោះយើងទៅក្រោយ', 'ត្រលប់មកកន្លែងដើមវិញ']                                     ","[{'action': 'move', 'params': {'distance': 6.2, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 6.2, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 12.4, 'is_forward': true, 'unit': 'meter'}}]"
"['តោះយើងទៅក្រោយទៀត មួយ ក្បៀសប្រាំ ម៉ែត្រ', 'តោះយើងទៅក្រោយទៀត', 'មកវិញ']                                            ","[{'action': 'move', 'params': {'distance': 1.5, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 1.5, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 3.0, 'is_forward': true, 'unit': 'meter'}}]"
"['តោះរ៉ូបូតថយក្រោយបន្តទៀត បួន ក្បៀសមួយ ម៉ែត្រ', 'តោះរ៉ូបូតថយក្រោយទៀត', 'ត្រលប់មកកន្លែងដើមវិញ']                              ","[{'action': 'move', 'params': {'distance': 4.1, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 4.1, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 8.2, 'is_forward': true, 'unit': 'meter'}}]"
"['រ៉ូបូតថយទៅក្រោយទៀត ប្រាំបី ក្បៀសប្រាំពីរ ម៉ែត្រ', 'តោះយើងទៅក្រោយបន្តទៀត', 'មកកន្លែងដើមវិញ']                              ","[{'action': 'move', 'params': {'distance': 8.7, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 8.7, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 17.4, 'is_forward': true, 'unit': 'meter'}}]"
"['តោះរ៉ូបូតថយក្រោយបន្តទៀត ប្រាំបី ក្បៀសមួយ ម៉ែត្រ', 'តោះរ៉ូបូតថយក្រោយទៀត', 'តោះទៅកន្លែងដើមវិញ']                             ","[{'action': 'move', 'params': {'distance': 8.1, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 8.1, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 16.2, 'is_forward': true, 'unit': 'meter'}}]"
"['តោះយើងទៅក្រោយ ប្រាំបី ក្បៀសសូន្យ ម៉ែត្រ', 'តោះរ៉ូបូតថយក្រោយ', 'ត្រលប់មកកន្លែងដើមវិញ']                                    ","[{'action': 'move', 'params': {'distance': 8.0, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 8.0, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 16.0, 'is_forward': true, 'unit': 'meter'}}]"
"['តោះរ៉ូបូតថយក្រោយបន្តទៀត ប្រាំបួន ក្បៀសប្រាំបី ម៉ែត្រ', 'តោះយើងទៅក្រោយ', 'ត្រលប់មកកន្លែងដើមវិញ']                            ","[{'action': 'move', 'params': {'distance': 9.8, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 9.8, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 19.6, 'is_forward': true, 'unit': 'meter'}}]"
"['តោះយើងទៅក្រោយទៀត ប្រាំ ក្បៀសពីរ ម៉ែត្រ', 'តោះរ៉ូបូតថយក្រោយ', 'ថយមកកន្លែងចាប់ផ្ដើមវិញ']                                 ","[{'action': 'move', 'params': {'distance': 5.2, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 5.2, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 10.4, 'is_forward': true, 'unit': 'meter'}}]"
"['តោះរ៉ូបូតថយក្រោយបន្តទៀត ប្រាំបី ក្បៀសបី ម៉ែត្រ', 'រ៉ូបូតថយទៅក្រោយទៀត', 'ត្រលប់មកកន្លែងដើមវិញ']                              ","[{'action': 'move', 'params': {'distance': 8.3, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 8.3, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 16.6, 'is_forward': true, 'unit': 'meter'}}]"
"['តោះយើងទៅក្រោយទៀត ប្រាំបួន ក្បៀសប្រាំបួន ម៉ែត្រ', 'តោះរ៉ូបូតថយក្រោយទៀត', 'មកវិញ']                                       ","[{'action': 'move', 'params': {'distance': 9.9, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 9.9, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 19.8, 'is_forward': true, 'unit': 'meter'}}]"
"['តោះយើងទៅក្រោយទៀត ប្រាំ ក្បៀសប្រាំបី ម៉ែត្រ', 'រ៉ូបូតថយទៅក្រោយ', 'ត្រលប់មកកន្លែងដើមវិញ']                                  ","[{'action': 'move', 'params': {'distance': 5.8, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 5.8, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 11.6, 'is_forward': true, 'unit': 'meter'}}]"
"['តោះយើងទៅក្រោយទៀត បួន ក្បៀសប្រាំពីរ ម៉ែត្រ', 'រ៉ូបូតថយទៅក្រោយបន្តទៀត', 'ត្រលប់មកកន្លែងដើមវិញ']                            ","[{'action': 'move', 'params': {'distance': 4.7, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 4.7, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 9.4, 'is_forward': true, 'unit': 'meter'}}]"
"['តោះយើងទៅក្រោយទៀត ប្រាំបួន ក្បៀសប្រាំបី ម៉ែត្រ', 'តោះយើងទៅក្រោយបន្តទៀត', 'តោះទៅកន្លែងដើមវិញ']                          ","[{'action': 'move', 'params': {'distance': 9.8, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 9.8, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 19.6, 'is_forward': true, 'unit': 'meter'}}]"
"['រ៉ូបូតថយទៅក្រោយទៀត បី ក្បៀសប្រាំបី ម៉ែត្រ', 'តោះរ៉ូបូតថយក្រោយ', 'តោះទៅកន្លែងដើមវិញ']                                     ","[{'action': 'move', 'params': {'distance': 3.8, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 3.8, 'is_forward': false, 'unit': 'meter'}},{'action': 'move', 'params': {'distance': 7.6, 'is_forward': true, 'unit': 'meter'}}]"
